logFC	AveExpr	t	P.Value	adj.P.Val	B	Bonf
CHD5	-6.3311999666956	9.40954032678989	-32.9958969982917	8.88864227727998e-31	3.78583600667006e-29	60.1936171140336	7.42023857307333e-27
TMCC3	4.69695049705489	3.63453111868807	32.9159232548622	9.76799078444936e-31	4.13924807454737e-29	60.1028519412386	8.15431870685833e-27
PLEKHA5	-2.95102160130589	7.86623662043375	-32.874188189715	1.02617755293891e-30	4.32653041006768e-29	60.0542922361416	8.56653021193402e-27
RNF125	4.76446633079081	2.70205140768396	32.8290564011427	1.08245875157378e-30	4.54088726539592e-29	59.996910425408	9.03636565813791e-27
ERMN	6.85893657352349	4.56343586542862	32.7057814319318	1.25285770040343e-30	5.22942804148391e-29	59.8474802881104	1.04588560829678e-26
WNK2	-3.67465813797846	6.1346953828331	-32.6788287730511	1.29363815469519e-30	5.37278174895294e-29	59.8221608509425	1.07992913153954e-26
CSRP1	4.95402371644841	5.82478876755116	32.6519677925651	1.3356331124621e-30	5.51973525882854e-29	59.7840461993168	1.11498652228336e-26
SOX10	5.57406526933174	3.09044774798866	32.5709517127262	1.47095129453332e-30	6.0490154713124e-29	59.6913588989951	1.22795014067642e-26
ZFHX4	4.78471596612023	5.35849942637148	32.5165604760631	1.56960449931472e-30	6.42306782366632e-29	59.6293630886453	1.31030583602793e-26
TMEM63A	7.06624265124896	5.05989114766666	32.482077275478	1.63563417127775e-30	6.62355040683458e-29	59.583750653664	1.36542740618267e-26
TCERG1L	-4.04352843515606	3.43310411675874	-32.4793091864238	1.64105641231957e-30	6.62355040683458e-29	59.5835139637323	1.36995389300438e-26
TMEM165	3.33779203864984	7.15239108080134	32.4786250812889	1.64239929829271e-30	6.62355040683458e-29	59.5818143093908	1.37107493421475e-26
NFE2L2	2.38776012261084	5.80749728489863	32.3763645298846	1.85634464926118e-30	7.45036785193864e-29	59.4605132030525	1.54967651320323e-26
CKMT1B	-4.5502216745738	4.54880826370726	-32.3681366901923	1.87475366458154e-30	7.48825052245296e-29	59.4518457276853	1.56504435919267e-26
ENOSF1	4.42488013400533	6.01072450863352	32.3427637545451	1.93270901970011e-30	7.68297852212215e-29	59.4215266021657	1.61342548964565e-26
ARHGEF12	-1.67112132622262	8.6369662358946	-32.3274172512092	1.9686497890391e-30	7.78876229331677e-29	59.404778735865	1.64342884388984e-26
MYRF	7.04197765473718	5.27734921375805	32.2864968208926	2.06786640576062e-30	8.14271167702343e-29	59.3471095238317	1.72625487552897e-26
GATM	4.14626172074073	5.51270098232103	32.2771965028013	2.09112155250484e-30	8.19562569028656e-29	59.3394099073596	1.74566827203104e-26
PCLO	-4.19359088414529	9.95875052183834	-32.2501904336325	2.16017886495939e-30	8.4267164320939e-29	59.3052562238762	1.8033173164681e-26
MYH10	-2.96649861123837	8.60498573473092	-32.2088117511704	2.27054952968389e-30	8.81606859246562e-29	59.2521500717805	1.89545474738011e-26
TF	5.74175737433464	7.04315601791209	32.1792589693422	2.35289758253354e-30	9.09351343471757e-29	59.2185361641896	1.964198901899e-26
PIEZO1	4.31961183929356	3.07480823963293	32.142125495695	2.46072193289104e-30	9.46640861556425e-29	59.1725214445171	2.05421066957744e-26
EPN2	2.7368295476095	7.04998245390759	32.1320545855373	2.49082787027871e-30	9.53827112893884e-29	59.1654738047371	2.07934310610867e-26
KEL	4.54583335706577	2.96473108801186	32.1246038965109	2.51334344518593e-30	9.58054387233431e-29	59.1574983748431	2.09813910804121e-26
TRPV5	3.70307989739892	2.14734919996367	32.1145329099202	2.5441090600434e-30	9.65373746965558e-29	59.1451798346623	2.12382224332423e-26
TMEM98	6.55521989214496	3.8608633285735	32.0754985964008	2.66704381599943e-30	1.00744261429698e-28	59.0889176275689	2.22644817759632e-26
LMO7	-2.54548871211751	7.83284705352171	-32.0341363330603	2.80396162374079e-30	1.04966240515642e-28	59.0504026564796	2.34074716349881e-26
FYCO1	4.88189975447043	3.68104077355972	32.0368328814248	2.79482000281171e-30	1.04966240515642e-28	59.04868382999	2.33311573834722e-26
TRIM59	5.1532998480536	2.92727222218846	31.9805563231136	2.9920915946027e-30	1.11508842105997e-28	58.9790620186937	2.49779806317433e-26
CACNA1A	-2.27635122469182	8.48573615820066	-31.9506085096935	3.10282680210702e-30	1.15121769528842e-28	58.9517335083534	2.59023981439894e-26
TP53TG5	4.15177682721514	2.32570202568454	31.8378041520435	3.5590100637714e-30	1.31462902709574e-28	58.804884528493	2.97106160123636e-26
PLXNB1	5.38608301130803	4.66451741539204	31.755859124327	3.93302569692523e-30	1.44638319462255e-28	58.7036602721525	3.28328985179318e-26
CACNA2D3	-2.72104929844675	7.54652021736249	-31.7175421546486	4.12149490374534e-30	1.5024558714614e-28	58.6643150617687	3.44062394564661e-26
ARHGEF40	4.07048665161254	4.16584837265321	31.7222298721595	4.09794959542472e-30	1.50042470274586e-28	58.6637881897103	3.42096832226056e-26
TJP2	4.39169415010535	4.68610435165067	31.601853249194	4.74862997068893e-30	1.72354621718744e-28	58.5232366963279	3.96415629953112e-26
LHFPL3	3.52717799704084	2.89304144389262	31.5894443831246	4.82146114558624e-30	1.74240509278589e-28	58.5071981147415	4.02495576433539e-26
AGAP2	-3.37802371725396	5.79653980512853	-31.5259396642546	5.21249871886289e-30	1.87560083211497e-28	58.4325939986822	4.35139393050674e-26
MAST1	-3.85195240113811	5.48968464233895	-31.4478777829965	5.73803388977214e-30	2.05584149836128e-28	58.3299957045529	4.79011069118178e-26
PRR5L	5.06593213656605	2.95490077668694	31.4182624487155	5.95134201569985e-30	2.12315398064369e-28	58.2893476663698	4.96818031470623e-26
ZBBX	-4.6399986671654	5.37152099045176	-31.3449316373346	6.51516117793777e-30	2.31440704312445e-28	58.2037990575601	5.43885655134245e-26
RHOU	5.46925813480443	4.65533563347265	31.3413001117496	6.54446444077872e-30	2.31496564201783e-28	58.192618662711	5.46331891516208e-26
SATB2	-2.84565902434559	6.48036195332355	-31.2913325293991	6.96164127410692e-30	2.44183955278338e-28	58.1365680165451	5.81157813562446e-26
SUN2	3.52842335049929	5.83241799364457	31.2915673632555	6.95961826682428e-30	2.44183955278338e-28	58.1249193439968	5.80988932914491e-26
FRAS1	-4.22832752235717	5.32255205206317	-31.2862571660141	7.0055110893298e-30	2.44694588174582e-28	58.1232245851152	5.84820065737252e-26
HTRA1	4.22702476070167	4.11384465816278	31.2635971559467	7.20485677536695e-30	2.50608934836514e-28	58.1033294405754	6.01461443607633e-26
JPH4	-3.49796066714639	6.14671988568675	-31.2331545175685	7.48184763538434e-30	2.59163751287089e-28	58.0728474583632	6.24584640601885e-26
VCAN	4.76069326318014	6.88641208344871	31.2245536874942	7.56206302151416e-30	2.60859926047935e-28	58.0459188796777	6.31281021036002e-26
BEST1	5.79311062585732	4.77321611837717	31.2184280826125	7.61972972346973e-30	2.61767505068005e-28	58.0411039861511	6.36095037315253e-26
RALYL	-3.93717305060907	5.17182337962095	-31.1768819682351	8.02291588832234e-30	2.74488941949651e-28	57.9938517988273	6.69753018357149e-26
DAAM2	7.01330921362916	6.00906547620595	31.164726631594	8.14496027158098e-30	2.77527054478196e-28	57.97600915615	6.7994128347158e-26
KSR2	-3.9301442633745	6.97185020776015	-31.1129150122267	8.6868684311679e-30	2.9478852708695e-28	57.9118644734165	7.25179776633896e-26
BAZ1A	2.73205853242393	6.84400050642519	31.0624484074576	9.25023231631242e-30	3.12635382091401e-28	57.842687333187	7.72209393765761e-26
FMN1	-3.61189994724761	7.1258164998238	-31.0300931482827	9.63096903807376e-30	3.24190844878386e-28	57.8175246100959	8.03993295298397e-26
LAYN	4.66260026407608	2.76076799054807	30.93117350762	1.08975861950067e-29	3.65353612674361e-28	57.6839498176028	9.09730495559159e-26
PTN	4.70123643820686	3.65831896312591	30.8202833707068	1.25219641173102e-29	4.18133425805221e-28	57.5380651598519	1.04533356451306e-25
AAK1	-2.33060967794974	8.432245198124	-30.7540937367196	1.36077286723239e-29	4.52578959986296e-28	57.4621494456529	1.1359731895656e-25
P2RX7	2.56398877951007	7.04496547773014	30.7326078977826	1.39805331905645e-29	4.63116056260296e-28	57.4379580838701	1.16709491074832e-25
RASGRP3	5.44995721747391	3.66614425327937	30.7294896448921	1.40355009863267e-29	4.63116056260296e-28	57.4262323014241	1.17168362233855e-25
UNC5D	-3.61545645653737	4.14555343372076	-30.6879981279673	1.47883246106558e-29	4.84263472506681e-28	57.3854000915146	1.23452933849755e-25
PLEKHG3	6.20245205993401	5.25352538827193	30.6877779685718	1.47924275861528e-29	4.84263472506681e-28	57.3728037509887	1.23487185489204e-25
ZFP36L1	4.33558538736542	3.70147032641641	30.6105959079206	1.63051411907648e-29	5.30377265845033e-28	57.288679604944	1.36115318660505e-25
IQSEC3	-4.01850837442738	3.93595048459555	-30.609481937996	1.6328097427189e-29	5.30377265845033e-28	57.2792769085674	1.36306957322174e-25
TENM2	-3.38560609682299	5.7425442784419	-30.5988479733574	1.65489104755758e-29	5.35466297093437e-28	57.2706974783926	1.38150304650107e-25
C5orf64	4.92938825951718	2.87191021428523	30.5824385523914	1.68956662062761e-29	5.44575372548236e-28	57.2394951826521	1.41045021489993e-25
EML6	-3.05742046110731	6.67504497545311	-30.5342209892339	1.79582534462546e-29	5.7438888800511e-28	57.1859749026857	1.49915499769333e-25
HSPA2	5.15050447601822	3.23412596842103	30.534234556634	1.79579450250352e-29	5.7438888800511e-28	57.1804128703741	1.49912925068994e-25
ERC2	-3.3560745035653	8.60155715704363	-30.4871298777143	1.90621193361745e-29	6.07368596253378e-28	57.1181804272116	1.59130572218385e-25
CCSER1	-3.07795538234275	5.8287032253391	-30.4597522135148	1.97355786879651e-29	6.26435782840809e-28	57.0981924390903	1.64752610887133e-25
NFIA	2.12186695562761	6.82257494762578	30.4422541428959	2.01787253249122e-29	6.38075753834723e-28	57.0765881848373	1.68451999012367e-25
CACNB3	-3.34155182144401	3.52028304477987	-30.403894484903	2.1186199194703e-29	6.67405248593889e-28	57.0320318522635	1.76862390877381e-25
APCDD1	4.39915237570708	2.73602061486252	30.3771826065946	2.19180496156434e-29	6.87864203727035e-28	56.9822568219879	1.82971878191391e-25
TESPA1	-4.31513041448153	5.95029914402992	-30.3485456374166	2.27314388563173e-29	7.08067356613942e-28	56.9515195860663	1.89762051572537e-25
UACA	5.93957525636956	4.64942916759603	30.3578973556631	2.24624738289332e-29	7.02309855894885e-28	56.9486756642074	1.87516731523934e-25
TTC39A	-3.67456494599085	2.90211883689854	-30.1736257482896	2.84176206625974e-29	8.81897015953024e-28	56.7282195147414	2.37230297291363e-25
MAL	4.05983432534658	2.104130223153	30.1395776005354	2.96839077920896e-29	9.17782452771717e-28	56.6769544279646	2.47801262248364e-25
CACNA1C	-3.26461722021445	7.44980306238666	-30.0739747217054	3.2289152134317e-29	9.90992066239992e-28	56.6003131393169	2.69549842017278e-25
METTL7A	5.04462705409099	3.9160963863104	30.0742565113408	3.2277474796536e-29	9.90992066239992e-28	56.5946000932253	2.69452359601483e-25
LPAR1	5.5586390093365	3.49005845720653	30.0622448985679	3.27790918002488e-29	1.00234380347428e-27	56.5709214281102	2.73639858348477e-25
ELMO1	2.93471334388731	6.6196096590663	30.0520101608738	3.32127991102542e-29	1.00821980717237e-27	56.5663221995718	2.77260446972402e-25
RGCC	4.81242743120991	2.83764018267259	30.0583255014654	3.29444910211344e-29	1.00372485782639e-27	56.5660167970284	2.7502061104443e-25
PADI2	5.85520581384754	4.51404095948441	30.0463120649484	3.34568030943872e-29	1.01194707330415e-27	56.5537051161448	2.79297392231944e-25
GSN	4.15830107145053	7.2267559590586	29.9967629089247	3.56575238253883e-29	1.07461736062939e-27	56.4866119448491	2.97669008894341e-25
THBS2	5.37619832672338	3.87135353564938	29.9707610040175	3.68711440952582e-29	1.10719536297559e-27	56.4583621645139	3.07800310907215e-25
CDH9	-4.41016508304631	4.64070562763068	-29.9541141039344	3.76702527873128e-29	1.1271371694211e-27	56.4428977250653	3.14471270268487e-25
PSEN1	2.39182105769022	6.65811101730048	29.8677103926896	4.21121311423162e-29	1.25554310991448e-27	56.3213466802137	3.51552070776056e-25
PTPN5	-4.41339952155417	5.28274634756434	-29.7434405756049	4.94602319388036e-29	1.46937372322111e-27	56.1583076638233	4.12894016225132e-25
OTUD7B	2.72708620371601	6.7611004405233	29.6844644928042	5.33947570683192e-29	1.58063628371039e-27	56.0843718919896	4.45739432006329e-25
PMP22	5.51021599598386	3.78142879305168	29.6617839149914	5.49919144898474e-29	1.62216431859098e-27	56.0525838985311	4.59072502161246e-25
SPATA6	3.90163843693501	4.83066357370406	29.63221251403	5.71480590478681e-29	1.67983097511128e-27	56.0170616383727	4.77071996931603e-25
ANKS1B	-2.15822729185712	9.01527083097235	-29.6294696564493	5.73523859233513e-29	1.6799218164496e-27	56.0140983358015	4.78777717688137e-25
MYO1E	4.95862214885456	4.78563261801969	29.5926335783497	6.01700672034837e-29	1.75629273082057e-27	55.9700459246408	5.02299721014682e-25
SEPT8	1.74438102283741	8.56888651488065	29.5861656616062	6.06792542341716e-29	1.76498402211451e-27	55.9626093770285	5.06550414346864e-25
TCF12	2.51617753767687	7.00598725164653	29.5759754049309	6.14904493024341e-29	1.7823689957525e-27	55.9384164761512	5.1332227077672e-25
SNTB2	-1.69269157550821	6.03900940817453	-29.5271156639236	6.55369645957734e-29	1.88656062222592e-27	55.8931004759652	5.47102580445516e-25
SIK3	1.78549895014871	8.12067745770267	29.5287774634283	6.53949540707463e-29	1.88656062222592e-27	55.8922719026701	5.4591707658259e-25
AHNAK	5.51703722572	5.24513844013396	29.5001653059272	6.78846219293022e-29	1.94742551156637e-27	55.8448688056431	5.66700823865815e-25
KIAA1456	-3.8072320932883	6.91718442828444	-29.4468560554499	7.27853083747393e-29	2.08086217230248e-27	55.7765955463357	6.07611754312324e-25
PHTF1	-2.57525999402798	5.13121705700871	-29.4350774307342	7.39161124263983e-29	2.10597852059923e-27	55.7627174580973	6.17051706535573e-25
PRMT8	-4.51373636416507	4.12811308944219	-29.4198792919751	7.54018321900597e-29	2.14100168409054e-27	55.7404431874375	6.29454495122618e-25
AMER2	3.15216123496169	7.66495673025807	29.4048386838574	7.69022616291288e-29	2.17620366128802e-27	55.7112685206138	6.41980080079967e-25
FAM69C	3.86981782795754	2.10533411075188	29.3542772866398	8.2174084808923e-29	2.31753128373273e-27	55.6579210325105	6.85989259984889e-25
SLC7A8	-3.57369796382026	4.43493682478939	-29.2515930926189	9.40492329362991e-29	2.64351177290312e-27	55.5313412666614	7.85122996552225e-25
CAMK2A	-4.11066483790245	7.23588463248599	-29.2350126366573	9.6125434407482e-29	2.69280243769684e-27	55.5010674791684	8.0245512643366e-25
COL20A1	4.81680301246558	3.11205875688739	29.2021454653858	1.00380866037622e-28	2.80260692201359e-27	55.457547811796	8.37979469682069e-25
CDCA7L	4.49369840792045	3.34262380396454	29.1680385487834	1.05001039521468e-28	2.92182892641739e-27	55.4010214535395	8.76548677925215e-25
PRODH	4.41103880124113	3.02910375353329	29.1262226081383	1.10963934233488e-28	3.07749808299388e-27	55.3629814348104	9.26326922981158e-25
RGS6	-4.27584891489334	4.60839426599756	-29.1218271374889	1.11610534340872e-28	3.08518126052185e-27	55.3557844591046	9.31724740677599e-25
FNBP1	2.51885628868707	8.28871922437171	29.0225888007781	1.27282375429271e-28	3.50677646892261e-27	55.2053296277498	1.06255327008355e-24
ITPKB	4.35899327300386	4.69216573876298	29.0127680286256	1.28951079513199e-28	3.54106451242166e-27	55.1971063751415	1.07648361177619e-24
AMER3	-3.42856256663724	3.98468737285453	-28.9331962068032	1.4332512477791e-28	3.92287915293768e-27	55.1059253535453	1.19647814164599e-24
RAB15	-3.82759146551757	5.28380596172771	-28.9015468368874	1.49489182616216e-28	4.07822123032735e-27	55.0765962378846	1.24793569648017e-24
SMOC1	4.7821646973867	3.12654922175459	28.863938648966	1.57167956772589e-28	4.27373974963379e-27	54.994641555143	1.31203810313757e-24
UNC80	-3.19630710078117	9.0321308498551	-28.8282880446198	1.64819929138706e-28	4.46726223522701e-27	54.948145062343	1.37591676844992e-24
ICA1	-2.82383500190889	5.70245299921447	-28.7856247250269	1.74480599655607e-28	4.71379950137544e-27	54.9202698549572	1.45656404592501e-24
ELF1	3.53704153803758	2.62132949567642	28.7787114973972	1.76099763744782e-28	4.74219621852078e-27	54.8964497484404	1.47008082774144e-24
ATP11A	1.87475826145749	6.57463364904513	28.7630281319476	1.79830277125644e-28	4.81161267129768e-27	54.8842619553602	1.50122315344488e-24
CECR2	6.11663321389858	5.86280720702526	28.7637318573984	1.79661164821232e-28	4.81161267129768e-27	54.8646000517238	1.49981140392764e-24
CNTN5	-3.56636141632287	3.70382373864009	-28.7210676427047	1.90214088841586e-28	5.07318598610084e-27	54.8313940657906	1.58790721364956e-24
LAMB1	-4.067009770123	5.59365228586574	-28.614168463537	2.19533008656285e-28	5.83650177153716e-27	54.6826113123721	1.83266155626267e-24
C17orf51	-2.72359274417316	6.13706406364726	-28.6098069046866	2.20823072483626e-28	5.85216193362956e-27	54.6668291564401	1.84343100909331e-24
STXBP1	-2.82530771603312	8.02012947693523	-28.606370541266	2.21844945515423e-28	5.86063799102137e-27	54.6486091742763	1.85196160516275e-24
ZNF697	-3.5454954447815	5.69120311724206	-28.5898834423049	2.26815468918248e-28	5.97304585025091e-27	54.6410672081876	1.89345553452953e-24
GPRC5B	3.9095708227795	6.42292215924532	28.5775112763337	2.30620189203482e-28	6.05414257695179e-27	54.6126254567571	1.92521733947067e-24
CPNE2	5.0751026784482	4.31329212504754	28.5668234291524	2.3395951767764e-28	6.12255189207818e-27	54.5977005943843	1.95309405357294e-24
MYRIP	-2.76544689852421	5.02733820378004	-28.4530260832973	2.72739607795386e-28	7.0709013847077e-27	54.4629041443303	2.27683024587588e-24
TCP11L2	3.09758631863704	5.40290887430879	28.4611796661821	2.69753909330773e-28	7.03720510966654e-27	54.4612239376923	2.25190563509329e-24
KIF19	5.00204528064564	2.821618631331	28.4489699995923	2.74237452488968e-28	7.08772214668081e-27	54.4445528341879	2.2893342533779e-24
PLCB1	-2.90034337891834	8.51656905597886	-28.4556692664197	2.71768033049011e-28	7.06766211804717e-27	54.4414557497923	2.26871953989314e-24
PDGFRA	4.26588325061847	4.02540799251774	28.4327340519132	2.80317928710712e-28	7.22251255826243e-27	54.432580364909	2.34009406887702e-24
RIMS1	-2.59066915579406	7.31884649271472	-28.368268198698	3.05855089270376e-28	7.85624087762799e-27	54.3362849725597	2.5532782852291e-24
IFIT2	3.02808140349595	2.47073234122864	28.3436491480152	3.16225305794277e-28	8.09769586739456e-27	54.3237842701748	2.63984885277062e-24
MGAT5B	-3.82285592246634	5.29967455264684	-28.3104070257118	3.30801694659575e-28	8.44505366060592e-27	54.2760229863326	2.76153254701813e-24
SYN3	-3.5660579795357	4.7862541100861	-28.2816746711831	3.43954127577071e-28	8.7540520030896e-27	54.2132021894289	2.87132905701339e-24
